조사일자,생태구,기상,표층수온,저층수온,표층염분,저층염분,표층pH,저층pH,표층DO,저층DO,표층chl,저층Chl-a,수질지수
2011-02-17 13:22:00,대한해협,구름조금,6.5175,6.5808,33.2764,33.3162,8,8,10.2785927311088,9.99951355520932,7.8328,7.8038,3
2011-02-17 13:28:00,서해중부,맑음,1.16,1.14,31.13,31.13,8,8,11.8492212094762,11.8644248212332,3.973,3.2742,3
2011-02-17 13:52:00,대한해협,구름조금,6.5846,6.2582,33.1995,33.2334,8,8,11.11561,11.36919,7.7748,6.2668,2
2011-02-17 13:57:00,대한해협,구름많음,11.21,11.23,34.39,34.4,8,8,9.17,9.16,0.638,0.406,1
2011-02-17 14:05:00,서해중부,맑음,1.02,1.01,31.11,31.11,8,8,11.9987906216575,11.9475090286648,3.132,3.364,3
2011-02-17 14:20:00,대한해협,구름조금,4.57,4.19,32.16,32.72,8,8,11.9034023054727,11.9466288822585,2.233,2.6942,1
2011-02-17 14:25:00,대한해협,구름조금,6.4131,6.2679,33.0992,33.1888,8,8,11.0794282488213,11.0519901940185,5.104,8.5026,2
2011-02-17 14:30:00,대한해협,구름조금,4.23,4.1,33.07,33.18,8,8,13.1106462812182,13.4587753856067,2.204,3.132,1
2011-02-17 14:52:00,서해중부,맑음,0.83,0.78,30.61,30.79,8,8,13.4446282727437,13.359940555002,20.4478,20.0128,2
2011-02-17 15:50:00,대한해협,구름조금,5.9805,5.9719,33.0106,32.7434,8,8,10.525603973629,7.17809429840855,5.8318,5.9768,3
2011-02-17 16:11:00,서해중부,맑음,0.65,0.49,29.85,29.85,7,7,11.9323153273547,11.9807427116374,2.9318,3.349864,3
2011-02-17 17:00:00,대한해협,구름조금,4.09,4.54,33.06,33.25,8,8,13.4853219503544,13.6992655352697,2.03,2.465,1
2011-02-17 17:10:00,대한해협,구름많음,11.0,10.64,34.32,34.35,8,8,9.01,8.95,0.609,0.8382,1
2011-02-18 08:25:00,대한해협,맑음,4.0,4.04,32.81,33.05,8,8,12.1717322512756,12.1437422079452,2.929,5.162,1
2011-02-18 09:27:00,대한해협,맑음,11.47,11.19,34.4,34.37,8,8,9.17,8.89,0.8382,0.609,1
2011-02-18 09:28:00,대한해협,맑음,6.7291,6.6866,33.3446,33.424,8,8,10.53718472773,10.7008679639513,3.306,0.572807999999998,2
2011-02-18 09:30:00,서남해역,맑음,3.26,3.28,31.76,31.76,8,8,12.5253137413507,12.1876892134297,6.931,10.324,3
2011-02-18 10:05:00,서남해역,맑음,4.83,4.84,31.72,31.72,8,8,12.4427744763805,12.2900947733436,6.2612,11.426,2
2011-02-18 10:05:00,서남해역,맑음,3.1752,3.1491,32.4446,32.4426,7,7,11.0122493228346,10.1604261937114,2.929,2.2648,1
2011-02-18 10:16:00,대한해협,맑음,5.4299,5.4245,32.97,32.9849,8,8,11.031909787949,9.37096697175234,5.5998,5.5708,2
2011-02-18 10:25:00,대한해협,맑음,10.88,10.88,34.25,34.25,8,8,9.2,9.24,0.6352,0.435,1
2011-02-18 10:55:00,대한해협,맑음,4.92,4.93,33.27,33.36,8,8,13.0067404912052,12.4088064636085,2.175,9.8628,2
2011-02-18 11:00:00,서남해역,맑음,4.2563,4.2562,32.9692,32.9751,7,7,11.6111348849941,11.1380546113784,0.928,0.899,1
2011-02-18 11:07:00,서남해역,맑음,1.99,1.94,31.72,31.71,8,8,13.3238754229238,13.1169354237574,10.295,20.6162,2
2011-02-18 11:30:00,대한해협,맑음,4.75,4.68,33.25,33.36,8,8,13.9203209577647,12.7915144792302,9.6046,14.9958,2
2011-02-18 11:40:00,대한해협,맑음,10.18,10.79,32.7,34.07,7,8,8.19,8.84,0.638,0.435,2
2011-02-18 11:58:00,대한해협,맑음,7.3903,7.3197,33.8563,33.8858,8,8,11.047309437083,10.1924045370577,6.52208835341365,7.6008,1
2011-02-18 12:02:00,서해중부,맑음,2.04,1.96,31.72,31.71,8,8,13.5966813942156,13.430618393877,15.457,19.9782,2
2011-02-18 12:30:00,대한해협,맑음,4.55,4.21,32.8,33.21,8,8,13.4410330759769,12.7916073752316,13.6356,15.4336,3
2011-02-18 12:32:00,서해중부,맑음,2.13,1.98,31.72,31.71,8,8,13.6178022097974,13.427033170786,4.49966666666667,16.3553333333333,2
2011-02-18 13:10:00,서해중부,맑음,2.17,1.92,31.68,31.67,8,8,13.6411763520872,14.0621991516214,6.33633333333333,15.9686666666667,2
2011-02-18 13:25:00,대한해협,맑음,4.35,4.14,32.86,33.18,8,8,13.3538168721059,13.6770598067082,16.7966,14.9986,3
2011-02-18 13:51:00,대한해협,맑음,5.937,5.894,33.2607,33.2561,8,8,11.4274551867553,10.2670590683922,5.83347368421052,0.217271999999999,1
2011-02-18 14:00:00,대한해협,맑음,4.25,4.19,32.78,33.19,8,8,14.6468511306053,12.9584491630934,22.3936,19.0296,3
2011-02-18 14:05:00,서남해역,맑음,3.5898,3.5976,30.3546,31.947,8,7,10.0911478826279,9.90580819761563,1.218,1.6812448,1
2011-02-18 14:10:00,대한해협,맑음,5.9208,5.8808,33.2639,33.2817,8,8,11.0819423931079,11.7965589198869,3.5408,0.0987600000000014,1
2011-02-18 14:20:00,서남해역,맑음,3.7681,3.4829,30.1366,32.0874,8,7,10.1051376536063,10.3292837528403,0.406,0.467893600000001,2
2011-02-18 14:27:00,대한해협,맑음,5.9383,5.5098,33.2669,33.3303,8,8,11.1984459444446,8.31717445314525,3.306,0.0987600000000014,2
2011-02-18 14:30:00,서해중부,맑음,0.83,0.75,30.77,30.77,8,8,13.2950588605623,13.2602395060841,23.635,26.3844,3
2011-02-18 14:49:00,서해중부,맑음,0.89,0.78,30.71,30.72,8,8,14.4636902858849,13.876797152827,30.5978,29.0,3
2011-02-18 14:52:00,대한해협,맑음,6.1518,5.8966,33.3941,33.4159,8,8,11.1262466131387,10.7922396794254,2.871,8.0386,2
2011-02-18 15:19:00,서해중부,맑음,0.88,0.86,30.94,30.93,8,8,12.557757662075,12.5312381978818,10.759,12.354,3
2011-02-18 15:42:00,서해중부,맑음,0.89,0.88,30.89,30.92,8,8,12.9509046329469,12.7057077877131,17.8612,14.5898,3
2011-02-18 16:10:00,대한해협,맑음,6.0397,6.0361,33.4258,33.426,8,8,10.9750488082839,11.3364893343847,6.0058,7.1078,2
2011-02-18 16:24:00,서해중부,맑음,1.01,0.95,30.27,30.48,8,8,15.3908880112698,13.3059027912031,34.3466,32.514,2
2011-02-18 16:51:00,서해중부,맑음,1.02,0.92,30.65,30.7,8,8,14.9447662619808,14.5961850230673,31.8476,30.595,3
2011-02-19 08:04:00,서해중부,맑음,2.05,2.04,30.46,30.5,7,7,13.4709334542739,13.2489301789528,15.239,16.6936666666667,3
2011-02-19 08:35:00,서해중부,맑음,2.12,2.11,31.51,31.5,7,7,12.9245374400855,13.0872901099929,7.791,8.90266666666667,3
2011-02-19 09:00:00,서해중부,맑음,2.2,2.19,31.79,31.8,7,7,13.0414491359042,12.7848611092319,6.29266666666667,7.78633333333333,2
2011-02-19 09:10:00,서남해역,맑음,2.0772,2.068,31.8778,31.8768,8,8,10.943946945897,10.5925544744416,6.409,8.729,2
2011-02-19 09:34:00,서남해역,맑음,2.0276,2.026,31.8622,31.8627,8,8,10.9800786904183,10.9379697980004,4.93,4.437,2
2011-02-19 09:35:00,대한해협,맑음,9.74,9.7,33.7,33.69,8,8,10.0875315233174,10.1753883885255,1.566,0.177768,1
2011-02-19 09:48:00,서해중부,맑음,2.45,2.41,31.79,31.79,7,7,13.51357209474,13.3641301840063,3.62966666666667,3.72633333333333,2
2011-02-19 10:10:00,대한해협,맑음,10.18,9.89,34.38,34.35,8,8,10.638846709473,10.4741000794975,0.928,1.9692,1
2011-02-19 10:28:00,대한해협,맑음,10.29,10.04,34.38,34.37,8,8,9.76923123503008,9.90633585484061,0.696,1.972,1
2011-02-19 10:30:00,서해중부,맑음,2.45,2.43,31.79,31.79,7,7,13.0365545545012,12.9949751727161,5.181,5.22466666666667,2
2011-02-19 10:54:00,서남해역,맑음,6.369,6.3689,33.8362,33.8392,8,8,10.4292561424768,10.6293171520513,1.7372,1.508,1
2011-02-19 10:55:00,대한해협,맑음,10.85,10.27,34.42,34.36,8,8,10.0390842577396,9.78966561833241,1.073,1.073,1
2011-02-19 11:26:00,서해중부,맑음,1.97,1.92,30.6,30.67,8,8,12.7450406793223,12.5365832059267,11.8556666666667,12.2423333333333,3
2011-02-19 11:40:00,대한해협,맑음,11.69,11.22,34.48,34.44,8,8,9.83614476222532,9.51737008447337,1.102,0.435,1
2011-02-19 11:51:00,서남해역,맑음,6.1545,6.0611,33.9631,33.9451,8,8,11.4608705714286,11.2443795661901,3.538,3.77,1
2011-02-19 12:24:00,서해중부,맑음,2.34,2.12,29.64,31.06,8,8,10.9803012070435,12.5515225753754,18.1966666666667,19.3083333333333,3
2011-02-19 12:25:00,대한해협,맑음,11.24,10.72,34.46,34.42,8,8,10.1415686246574,9.83974904276079,0.2058,1.102,1
2011-02-19 12:45:00,서남해역,맑음,2.5897,2.5562,32.1839,32.1801,8,8,10.9670062443347,11.3098455648369,9.7412,6.4988,2
2011-02-19 12:47:00,서남해역,맑음,7.4693,7.1563,33.9544,33.9454,8,8,10.7044416281702,9.78148416019921,1.073,1.74,1
2011-02-19 13:05:00,대한해협,맑음,9.31,9.11,34.33,34.32,8,8,10.7515854857585,10.7124585549855,2.668,1.769,1
2011-02-19 13:12:00,서해중부,맑음,2.43,2.18,28.55,29.24,8,8,12.894862290921,12.8636669494802,19.3036666666667,27.9163333333333,3
2011-02-19 13:40:00,서해중부,맑음,2.89,2.4,26.07,28.09,8,8,13.2868549263713,13.1956758580668,24.876,27.8726666666667,3
2011-02-19 13:50:00,대한해협,맑음,8.23,7.28,34.29,34.21,8,8,11.6039120065092,11.769702753923,2.9,3.596,1
2011-02-19 13:55:00,서남해역,맑음,3.4466,3.3718,32.4318,32.4718,7,7,11.0738598112708,10.7622178617112,3.8018,2.56633333333333,1
2011-02-19 14:20:00,대한해협,맑음,6.67,7.28,33.62,33.94,8,8,11.642087138882,11.6121367665203,1.3368,3.132,1
2011-02-19 14:28:00,서해중부,맑음,2.78,2.7,25.17,25.34,8,8,13.7250364535404,13.5465709241379,25.6493333333333,27.0993333333333,3
2011-02-19 14:50:00,대한해협,맑음,5.13,4.16,32.78,33.06,8,8,12.5718345033533,12.3292387974364,1.769,1.334,1
2011-02-19 16:53:00,대한해협,맑음,10.4881,10.4639,34.1233,34.0663,8,8,8.72233220338983,8.64260338983051,0.87,0.667,1
2011-02-19 17:07:00,대한해협,맑음,11.6848,10.4876,33.8348,34.3383,8,8,8.9615186440678,8.72233220338983,0.435,0.4378,1
2011-02-20 08:50:00,대한해협,맑음,10.41,10.23,34.61,34.25,8,8,8.92962711864407,8.75422372881356,0.87,0.638,1
2011-02-20 09:35:00,대한해협,맑음,9.87,9.44,34.36,34.33,8,8,9.98748988837542,10.0419406719547,1.334,4.031,1
2011-02-20 10:05:00,대한해협,맑음,9.9,9.82,34.36,34.36,8,8,11.1724565757788,10.2739580397619,1.5052,1.305,1
2011-02-20 10:30:00,서남해역,맑음,5.0285,4.9982,33.4417,33.4394,7,7,11.1624163590551,11.0102069437359,0.812,0.667,2
2011-02-20 10:35:00,대한해협,맑음,6.39,6.26,33.92,33.92,8,8,11.6697301442339,11.9242931586044,0.87,2.204,1
2011-02-20 11:00:00,대한해협,맑음,5.51,5.52,33.77,33.79,8,8,11.9401733032252,11.9910895733918,1.5052,1.073,1
2011-02-20 11:25:00,서남해역,맑음,6.376,6.3001,33.7126,33.6998,7,7,11.0880334080339,11.4943562295416,1.276,0.899,1
2011-02-20 11:30:00,대한해협,맑음,6.3,7.1,33.85,34.05,8,8,10.6197020568433,10.6654444478102,2.001,1.0122,1
2011-02-20 12:00:00,대한해협,맑음,9.21,8.21,34.3,34.18,8,8,10.4584926441779,10.5902383765307,1.74,2.001,1
2011-02-20 12:12:00,서남해역,맑음,6.118,6.0367,33.5946,33.584,7,7,11.2597095475555,11.2065708902318,0.6698,0.87,1
2011-02-20 12:25:00,대한해협,맑음,8.01,8.28,33.88,34.13,8,8,11.6017108497487,11.5467621807632,3.364,4.205,1
2011-02-20 12:40:00,대한해협,맑음,8.01,8.02,33.95,33.95,8,8,11.6039120065092,11.586322116114,4.263,0.572807999999998,1
2011-02-20 12:55:00,대한해협,맑음,7.66,8.57,33.95,34.23,8,8,11.0082772373382,10.7612474344908,2.204,3.132,1
2011-02-20 14:40:00,서남해역,맑음,5.5463,5.5729,33.2379,33.2506,7,7,11.4224740803965,11.2136973859591,0.899,1.073,2
2011-02-21 08:10:00,대한해협,맑음,9.77,9.89,34.09,34.14,7,7,8.27,8.86,0.87,0.474238799999999,1
2011-02-21 08:12:00,서해중부,맑음,2.2,2.22,31.43,31.43,7,7,11.5631042089026,11.3420128190285,2.0328,4.234,2
2011-02-21 08:40:00,대한해협,맑음,11.36,10.87,34.39,34.3,8,8,8.56,8.82,1.0412,0.2430972,1
2011-02-21 09:40:00,서해중부,맑음,1.39,1.37,31.0,31.0,7,7,12.2268117685128,12.1406206477219,4.031,4.06,3
2011-02-21 09:40:00,서남해역,맑음,7.0828,7.1035,33.7809,33.8068,8,8,9.06138948179294,8.96695403791223,1.508,2.262,1
2011-02-21 10:04:00,대한해협,맑음,7.7,7.62,34.11,34.1,8,8,10.6711077271457,10.9760746879504,2.233,3.306,1
2011-02-21 10:07:00,서해중부,맑음,1.27,1.2,29.07,29.19,8,8,12.2624780669022,12.0319874065329,0.9018,1.184708,3
2011-02-21 10:18:00,대한해협,맑음,7.9413,7.9171,34.0743,34.0715,8,8,11.651304,11.1685524327493,4.48181818181818,4.92121212121212,1
2011-02-21 10:29:00,서해중부,맑음,1.65,1.71,31.13,31.18,7,7,12.2273968968478,12.1705236273597,3.3032,3.8018,3
2011-02-21 10:50:00,대한해협,맑음,6.55,6.9,33.78,33.91,8,8,10.9890281842362,10.8410271523461,10.498,2.871,2
2011-02-21 11:16:00,대한해협,맑음,6.57,6.82,33.83,33.92,8,8,11.419664498286,11.3739411666689,2.2302,1.566,1
2011-02-21 11:28:00,서해중부,맑음,1.67,1.65,31.33,31.34,7,7,12.3001763223955,12.2670747211401,1.7718,2.001,2
2011-02-21 11:37:00,대한해협,맑음,11.93,11.91,34.47,34.47,8,8,8.97,8.32,1.044,0.87,1
2011-02-21 11:48:00,대한해협,맑음,9.4089,9.2852,34.3181,34.315,8,8,10.1332863118007,10.3614918379839,2.0562,1.0702,1
2011-02-21 11:50:00,대한해협,맑음,7.69,6.35,33.79,33.73,8,8,11.0229812198769,10.5901834201722,1.305,2.001,2
2011-02-21 11:50:00,대한해협,맑음,12.19,11.87,34.27,34.34,8,8,9.01,8.91,1.508,0.4463424,1
2011-02-21 12:05:00,서남해역,맑음,8.9255,8.3958,34.1146,34.0346,8,8,8.34791338582677,8.33991643409102,1.1048,1.5108,3
2011-02-21 12:12:00,대한해협,맑음,6.82,6.65,33.7,33.69,8,8,10.6363734886436,10.5156956178097,1.9112,0.138264000000001,1
2011-02-21 12:40:00,대한해협,맑음,6.43,6.36,33.63,33.63,8,8,10.4751728557316,10.5068506727785,1.9692,1.537,2
2011-02-21 12:53:00,서해중부,맑음,1.38,1.31,31.03,31.03,8,8,12.174914009345,11.8400744793793,9.6308,9.164,3
2011-02-21 13:03:00,서해중부,맑음,2.33,2.33,31.49,31.49,7,7,11.5917389541934,11.6655659478858,2.204,1.769,3
2011-02-21 13:25:00,대한해협,맑음,6.57,6.43,33.56,33.54,8,8,10.8870036497852,10.7527737624367,1.74,1.972,2
2011-02-21 13:30:00,서남해역,맑음,8.7285,8.5101,34.0722,34.0697,8,8,8.48654540678968,7.21787132644956,0.899,0.899,3
2011-02-21 13:39:00,서해중부,맑음,1.63,1.58,30.94,31.02,8,8,12.5574411017297,12.3262928542262,7.5718,11.7188,3
2011-02-21 13:43:00,대한해협,맑음,10.1901,10.0328,34.3823,34.3691,8,8,10.1224163806544,9.94261524284794,1.247,0.6642,1
2011-02-21 13:50:00,대한해협,맑음,11.86,11.84,34.47,34.46,8,8,8.86,8.82,0.841,0.87,1
2011-02-21 13:57:00,서해중부,맑음,2.6,2.48,31.49,31.49,7,7,11.5833833257383,11.4918679387661,5.713,8.787,3
2011-02-21 14:09:00,대한해협,맑음,6.69,6.61,33.61,33.6,8,8,10.7682546105426,10.7958889175633,1.537,1.972,2
2011-02-21 14:15:00,대한해협,맑음,11.52,11.52,34.38,34.38,8,8,8.99,8.74,0.435,0.667,1
2011-02-21 14:26:00,서해중부,맑음,1.51,1.51,31.08,31.08,8,8,12.0034363472416,11.7086641077991,5.51,5.133,3
2011-02-21 14:40:00,서남해역,맑음,9.6174,9.5509,34.1664,34.1953,8,8,9.34725815212918,9.10490854955338,0.696,0.667,1
2011-02-21 15:02:00,대한해협,맑음,9.3803,8.9793,34.3057,34.296,8,8,11.0138734508316,10.5438667624735,1.972,3.074,1
2011-02-21 15:09:00,서해중부,맑음,1.46,1.3,30.5,30.5,8,8,12.5970128699074,12.3394338913842,6.525,8.439,3
2011-02-21 15:10:00,대한해협,맑음,11.52,11.52,34.38,34.38,8,8,8.96,8.91,0.4378,0.667,1
2011-02-21 15:40:00,대한해협,맑음,9.11,9.29,33.81,33.86,8,8,8.27,9.3,1.0992,1.769,1
2011-02-21 16:00:00,서남해역,맑음,7.5857,7.5216,33.8791,33.8637,8,8,8.78837708904004,9.23380419694619,1.305,1.8008,1
2011-02-21 16:06:00,대한해협,맑음,9.9407,8.5988,34.3598,34.2118,8,8,10.1741927121883,10.0387187486966,2.204,3.074,1
2011-02-21 16:19:00,서해중부,맑음,1.32,1.28,29.9,29.97,8,8,12.2408669563079,12.181741445488,6.438,8.7636,3
2011-02-21 16:40:00,서남해역,맑음,10.7555,10.2041,34.3542,34.2856,8,8,8.11904230260398,8.25412120626951,0.4378,0.638,1
2011-02-21 17:09:00,대한해협,맑음,8.4962,8.0481,34.1831,34.1331,8,8,10.3237393522566,10.2226504541768,3.1058,4.872,1
2011-02-21 17:10:00,대한해협,맑음,9.15,7.8,33.75,33.7,8,8,9.74,9.75,3.5408,3.973,1
2011-02-21 17:25:00,대한해협,맑음,8.43,7.96,33.4,33.62,8,8,10.01,9.88,1.073,1.3312,1
2011-02-21 17:25:00,서남해역,맑음,8.7397,8.6045,33.9362,34.0187,7,7,9.20426537808542,8.15430690681701,0.638,1.4909152,2
2011-02-21 17:58:00,대한해협,맑음,7.3679,7.593,33.7565,34.0493,8,8,11.6794299660725,10.1493348465657,1.102,3.3088,1
2011-02-21 18:05:00,대한해협,맑음,7.98,7.83,33.59,33.64,8,8,9.97,9.92,1.711,0.8807292,2
2011-02-21 18:30:00,대한해협,맑음,8.14,8.13,33.6,33.6,8,8,10.16,10.01,1.3022,2.378,2
2011-02-22 09:03:00,제주,구름조금,14.9153,14.9712,34.4577,34.4965,8,8,9.11323321011711,9.03,0.638,0.812,1
2011-02-22 09:15:00,서해중부,맑음,1.83,1.82,31.47,31.47,7,7,11.364026374603,11.3420128190285,1.3368,1.537,2
